Varlık,Fiyat,EMA_Durumu,RSI,StochRSI,TSI,SSL&EMA_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,Supertrend_Sinyal,Alim_Bandi,Satim_Bandi,BB_Fiyat_Durum,BB_Sikisma,BB_Bant_Durum,Destek_Direnc
SDTTR,21.82,5.67,46.57,34.46,-0.8,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,19.89-21.84 (fiyat bandın içinde!),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 21.72 (%0.5 altta) | EMA100 Direnç: 22.06 (%1.1 üstte)
SEGMN,46.64,7.18,40.3,7.05,-0.93,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,18.33-18.73 (%59.8 altta),61.40-65.30 (%31.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Destek: 43.51 (%6.7 altta) | EMA5 Direnç: 47.00 (%0.8 üstte)
SEGYO,3.66,0.07,37.47,45.74,-0.55,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,-,4.90-5.37 (%33.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 3.66 (%0.1 altta) | EMA21 Direnç: 3.78 (%3.4 üstte)
SEKFK,4.42,-0.48,25.91,85.26,-0.41,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Düşüş Trendinde,-,10.15-10.38 (%129.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 4.44 (%0.5 üstte)
SEKUR,9.64,27.43,40.1,5.7,-0.58,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA100 Destek: 9.55 (%0.9 altta) | EMA5 Direnç: 9.86 (%2.3 üstte)
SELEC,382.0,141.5,91.29,100.0,0.99,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 363.61 (%4.8 altta)
SELVA,1.6,0.65,38.64,42.51,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,2.04-2.18 (%27.5 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 1.59 (%0.6 altta) | EMA21 Direnç: 1.67 (%4.3 üstte)
SERNT,8.3,2.04,53.82,77.81,0.87,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🟢 Yükseliş Trendinde,6.96-7.29 (%12.2 altta),9.01-9.89 (%8.6 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 8.27 (%0.3 altta) | EMA55 Direnç: 8.45 (%1.8 üstte)
SEYKM,4.52,2.76,47.03,68.85,-0.79,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,4.01-4.58 (fiyat bandın içinde!),4.64-4.92 (%2.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 4.40 (%2.7 altta) | EMA21 Direnç: 4.54 (%0.3 üstte)
SILVR,2.23,1.03,45.5,44.17,-0.71,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,2.73-2.96 (%22.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 2.21 (%1.0 altta) | EMA21 Direnç: 2.24 (%0.6 üstte)
SISE,46.94,13.96,73.48,89.89,0.5,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,51.09-53.41 (%8.8 üstte),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,4.85,EMA5 Destek: 43.25 (%7.9 altta)
SKBNK,6.43,-0.22,37.69,82.17,0.52,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,18.91-20.00 (%194.1 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 6.44 (%0.2 üstte)
SKTAS,3.26,0.11,49.59,73.07,0.01,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,3.09-3.25 (%0.3 altta),3.25-3.38 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 3.26 (%0.1 altta) | EMA5 Direnç: 3.26 (%0.1 üstte)
SKYLP,173.5,-9.82,28.78,5.39,-0.88,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),🚀 KUSURSUZ DİP,🔴 Düşüş Trendinde,-,320.75-352.75 (%84.9 üstte),🚨Fiyat Bandın Altında!,⚪ Yelpaze Açık,-4.64,EMA5 Direnç: 192.40 (%10.9 üstte)
SKYMD,16.71,21.55,63.64,91.21,0.75,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,11.53-12.16 (%27.2 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 16.40 (%1.9 altta)
SMART,22.7,-1.08,40.13,42.63,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,38.68-41.76 (%70.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 22.95 (%1.1 üstte)
SMRTG,8.45,-4.5,25.06,0.0,-0.73,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Düşüş Trendinde,7.30-7.68 (%9.1 altta),12.14-13.31 (%43.7 üstte),🚨Fiyat Bandın Altında!,⚪ Yelpaze Açık,-0.89,EMA5 Direnç: 8.85 (%4.7 üstte)
SMRVA,10.89,1.39,41.44,30.87,-0.8,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,90.16-100.55 (%727.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 10.74 (%1.4 altta) | EMA21 Direnç: 11.23 (%3.1 üstte)
SNGYO,3.26,-0.68,45.61,21.07,-0.08,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,3.87-4.05 (%18.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 3.28 (%0.7 üstte)
SNICA,3.17,-0.0,41.82,27.31,-0.56,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,4.77-4.99 (%50.5 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 3.17 (%0.0 üstte)
SNPAM,20.48,1.8,53.62,59.78,0.17,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),🔴 ZAYIFLAMA (Zaten Dipte),-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 20.34 (%0.7 altta) | EMA100 Direnç: 20.84 (%1.7 üstte)
SODSN,7.5,0.47,41.64,60.14,-0.88,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,-,14.16-14.18 (%88.8 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 7.47 (%0.5 altta) | EMA21 Direnç: 7.63 (%1.7 üstte)
SOHOE,10.56,999,40.69,43.86,-0.56,-,⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,-,0.0,EMA5 Destek: 10.51 (%0.5 altta) | EMA21 Direnç: 10.82 (%2.4 üstte)
SOKE,11.69,-0.91,24.9,28.36,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,10.88-11.13 (%4.8 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 11.80 (%0.9 üstte)
SOKM,60.05,16.58,66.76,54.51,0.16,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,43.82-45.32 (%24.5 altta),67.35-70.25 (%12.2 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 58.67 (%2.3 altta)
SONME,137.1,2.01,51.09,9.45,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,115.10-121.90 (%11.1 altta),155.40-164.80 (%13.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 136.96 (%0.1 altta) | EMA21 Direnç: 137.23 (%0.1 üstte)
SRVGY,2.55,2.19,52.25,45.06,-0.68,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,-,2.92-3.15 (%14.6 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 2.52 (%1.3 altta) | EMA55 Direnç: 2.61 (%2.4 üstte)
SUMAS,258.75,-0.87,34.22,30.92,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),🚀 KUSURSUZ DİP,🔴 Düşüş Trendinde,253.00-260.00 (fiyat bandın içinde!),350.25-380.00 (%35.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 261.03 (%0.9 üstte)
SUNTK,33.3,-0.01,39.21,22.83,-0.93,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🔴 SAT,-,-,🔴 Düşüş Trendinde,26.58-27.64 (%17.0 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 33.30 (%0.0 üstte)
SURGY,30.84,0.75,20.7,100.0,-0.84,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,69.90-78.25 (%126.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 30.61 (%0.7 altta) | EMA21 Direnç: 36.28 (%17.7 üstte)
SUWEN,6.67,3.24,55.48,91.59,0.77,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 6.66 (%0.1 altta) | EMA100 Direnç: 7.11 (%6.6 üstte)
SVGYO,15.39,999,44.07,6.17,-0.6,-,🔴 SAT,-,-,🔴 Düşüş Trendinde,-,22.96-23.80 (%49.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 15.65 (%1.7 üstte)
TABGD,234.8,-1.29,41.34,37.12,-0.77,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,203.68-210.85 (%10.2 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 237.87 (%1.3 üstte)
TARKM,540.5,21.84,59.77,52.41,0.54,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,322.00-328.50 (%39.2 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 534.41 (%1.1 altta)
TATEN,8.1,1.19,33.93,32.87,-0.94,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,14.20-15.58 (%75.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 8.01 (%1.2 altta) | EMA21 Direnç: 8.89 (%9.8 üstte)
TATGD,18.05,8.69,51.21,69.81,0.16,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,16.30-16.74 (%7.3 altta),19.69-20.60 (%9.1 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 17.87 (%1.0 altta) | EMA100 Direnç: 18.13 (%0.4 üstte)
TAVHL,276.5,1.56,52.5,59.44,-0.49,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,247.05-254.06 (%8.1 altta),335.02-347.18 (%21.2 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA55 Destek: 274.61 (%0.7 altta) | EMA100 Direnç: 277.29 (%0.3 üstte)
TBORG,137.5,1.81,47.47,0.0,-0.58,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🔴 SAT,-,-,🟢 Yükseliş Trendinde,115.15-118.54 (%13.8 altta),164.53-169.71 (%19.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA100 Destek: 135.08 (%1.8 altta) | EMA21 Direnç: 141.40 (%2.8 üstte)
TCELL,102.6,2.27,51.41,85.07,-0.51,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,119.50-123.40 (%16.5 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA21 Destek: 101.40 (%1.2 altta) | EMA55 Direnç: 104.17 (%1.5 üstte)
TCKRC,139.9,26.75,38.74,6.91,-0.93,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,137.40-141.30 (fiyat bandın içinde!),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA100 Destek: 136.58 (%2.4 altta) | EMA5 Direnç: 141.25 (%1.0 üstte)
TDGYO,18.02,8.02,65.78,82.01,0.51,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,41.00-42.56 (%127.5 üstte),🚨Fiyat Bandın Üzerinde!,🚨 BB SIKIŞMA,2.56,EMA100 Destek: 17.31 (%4.0 altta) | EMA200 Direnç: 21.00 (%16.5 üstte)
TEHOL,47.14,38.86,58.21,49.78,-0.13,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,12.87-13.60 (%71.1 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 44.58 (%5.4 altta)
TEKTU,7.37,-0.59,39.39,24.5,-0.29,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,9.19-10.23 (%24.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 7.41 (%0.6 üstte)
TERA,195.8,5.33,69.65,100.0,0.97,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 193.82 (%1.0 altta) | EMA100 Direnç: 198.74 (%1.5 üstte)
TEZOL,9.23,1.38,35.31,69.78,-0.84,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 9.10 (%1.4 altta) | EMA21 Direnç: 9.80 (%6.1 üstte)
TGSAS,217.0,17.86,51.51,11.44,-0.03,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 216.58 (%0.2 altta) | EMA5 Direnç: 221.62 (%2.1 üstte)
THYAO,302.75,0.74,47.8,75.67,-0.28,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⏳ BEKLE,-,-,🔴 Düşüş Trendinde,262.75-269.00 (%11.1 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 300.51 (%0.7 altta) | EMA21 Direnç: 303.30 (%0.2 üstte)
TKFEN,217.3,65.64,58.66,16.65,-0.36,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 Yükseliş Trendinde,119.70-132.50 (%39.0 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 214.46 (%1.3 altta)
TKNSA,17.4,0.84,46.34,14.45,-0.87,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,15.83-16.50 (%5.2 altta),26.64-27.82 (%53.1 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 17.26 (%0.8 altta) | EMA21 Direnç: 17.85 (%2.6 üstte)
TLMAN,80.75,1.52,49.84,40.69,-0.48,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,-,84.60-91.35 (%4.8 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA21 Destek: 80.25 (%0.6 altta) | EMA55 Direnç: 83.79 (%3.8 üstte)
TMPOL,320.25,-9.48,32.63,2.12,-0.96,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Düşüş Trendinde,-,640.50-703.00 (%100.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 353.79 (%10.5 üstte)
TMSN,75.0,2.35,45.98,65.5,-0.51,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,117.00-122.40 (%56.0 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 73.28 (%2.3 altta) | EMA21 Direnç: 75.35 (%0.5 üstte)
TNZTP,29.6,16.26,53.11,8.9,0.16,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,20.08-20.84 (%29.6 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 29.45 (%0.5 altta) | EMA5 Direnç: 29.83 (%0.8 üstte)
TOASO,291.5,6.5,62.78,93.99,0.16,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,209.47-218.45 (%25.1 altta),302.25-309.75 (%3.7 üstte),🚨Fiyat Bandın Üzerinde!,🟠 Daralıyor,0.99,EMA100 Destek: 283.90 (%2.6 altta)
TRALT,54.15,20.41,57.14,40.32,-0.38,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🔥 GÜÇLÜ AL (Taze Kırılım),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🟢 Yükseliş Trendinde,42.16-43.54 (%19.6 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 52.64 (%2.8 altta)
TRCAS,49.6,16.03,62.23,84.47,0.63,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,37.36-39.29 (%20.8 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 48.71 (%1.8 altta)
TRENJ,110.4,18.46,61.0,52.7,0.19,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🟢 Yükseliş Trendinde,83.00-85.00 (%23.0 altta),115.00-122.80 (%4.2 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 108.22 (%2.0 altta)
TRGYO,94.8,9.91,49.63,29.86,-0.35,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,66.98-68.50 (%27.7 altta),98.65-103.20 (%4.1 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 94.60 (%0.2 altta) | EMA21 Direnç: 94.82 (%0.0 üstte)
TRHOL,3775.0,167.23,96.26,100.0,0.99,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 3610.31 (%4.4 altta)
TRILC,1.07,0.93,35.12,53.0,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,3.87-4.13 (%261.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 1.06 (%0.9 altta) | EMA21 Direnç: 1.12 (%4.6 üstte)
TRMET,142.4,17.73,56.85,31.85,-0.08,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,106.40-111.80 (%21.5 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 140.51 (%1.3 altta)
TSGYO,5.86,-0.1,47.46,40.9,-0.1,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 5.87 (%0.1 üstte)
TSKB,11.51,3.18,58.21,74.51,0.48,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,12.05-12.64 (%4.7 üstte),🚨Fiyat Bandın Üzerinde!,🚨 BB SIKIŞMA,0.45,EMA100 Destek: 11.50 (%0.1 altta) | EMA200 Direnç: 11.82 (%2.7 üstte)
TSPOR,1.03,1.77,46.59,4.03,-0.66,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🔴 SAT,-,-,🔴 Düşüş Trendinde,0.89-0.91 (%11.7 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 1.02 (%0.8 altta) | EMA5 Direnç: 1.04 (%0.9 üstte)
TTKOM,55.85,4.42,58.21,82.8,-0.19,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,49.78-52.05 (%6.8 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 55.55 (%0.5 altta) | EMA100 Direnç: 57.27 (%2.5 üstte)
TTRAK,437.5,2.29,58.76,44.87,-0.36,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,403.00-410.75 (%6.1 altta),441.50-457.00 (%0.9 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 433.31 (%1.0 altta) | EMA100 Direnç: 442.00 (%1.0 üstte)
TUCLK,3.95,1.3,53.2,35.23,-0.41,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,3.67-3.80 (%3.8 altta),4.05-4.12 (%2.5 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 3.90 (%1.3 altta) | EMA55 Direnç: 3.96 (%0.3 üstte)
TUKAS,2.08,2.94,56.69,87.27,0.01,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,2.67-2.80 (%28.4 üstte),🚨Fiyat Bandın Üzerinde!,🟠 Daralıyor,0.32,EMA5 Destek: 2.03 (%2.4 altta) | EMA55 Direnç: 2.10 (%1.0 üstte)
TUPRS,412.25,58.08,70.64,14.72,0.2,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔥 GÜÇLÜ AL (Taze Kırılım),📈 TREND DEVAMI (0 Üstü + Hacim),-,🟢 Yükseliş Trendinde,216.10-220.80 (%46.4 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 399.15 (%3.2 altta)
TUREX,6.11,-0.39,35.82,16.78,-0.95,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,8.15-9.07 (%33.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 6.13 (%0.4 üstte)
TURGG,30.14,7.14,61.77,74.68,0.81,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 29.71 (%1.4 altta)
